company,H1,H2,H3,H4,H5,2023,2022,2021,2020,2019
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,90.7,87.2,85.89,80.29,76.01
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,26.98,27.54,25.4,30.97,30.64
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,,,,,
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,166.29,150.87,197.85,77.99,132.16
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,GuV-Daten,EBITDA,,,,26.94,27.51,25.36,30.93,30.6
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,GuV-Daten,EBT,,,,-0.04,-0.04,-0.04,-0.04,-0.04
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,GuV-Daten,Jahresergebnis,,,,-0.04,-0.04,-0.04,-0.04,-0.04
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,GuV-Daten,Gewinnabführung,,,,,,,,
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Beschäftigte,Beschäftigte,,,,1302.0,1266.0,1246.0,1206.0,1170.0
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Beschäftigte,Beschäftigte,davon Auszubildende,,,32.0,33.0,37.0,37.0,33.0
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Zuführungen,,,,188.22,175.89,228.58,146.72,198.6
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,17.18,14.15,20.1,13.5,14.11
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Investitionen,,,,40.37,37.31,36.4,32.12,33.88
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Investitionsquote (%),,,,17.3,16.9,15.6,14.5,15.3
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,7.22,6.46,7.48,7.37,8.26
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Eigenkapitalquote (%),,,,0.1,0.1,0.2,0.2,0.2
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,-4.2,-4.0,-3.9,-3.7,-3.6
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Umsatzrentabilität (%),,,,-0.4,-0.4,-0.4,-0.4,-0.4
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Zinslastquote (%),,,,,,,,
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Allgemeine Daten,Personalkostenquote (%),,,,965.4,1066.7,921.6,903.0,786.4
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Spezifische Daten,Veröffentlichungen (Anz.),,,,548.0,603.0,633.0,647.0,605.0
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Spezifische Daten,Dissertationen (Anz.),,,,26.0,23.0,26.0,24.0,30.0
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Spezifische Daten,Schutzrechtsbestand (Anz.),,,,165.0,174.0,171.0,185.0,201.0
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Spezifische Daten,Unternehmenskooperationen (Anz.),,,,162.0,194.0,205.0,149.0,145.0
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,Spezifische Daten,wissenschaftliche Kooperationen (Anz.),,,,169.0,240.0,247.0,270.0,277.0
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,,,,6640.93,6184.64,5649.12,3755.6,3446.32
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,6137.13,5853.69,4012.81,3595.12,3277.37
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,5994.28,5714.13,3869.81,3457.41,3188.15
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,95.01,89.73,142.05,137.17,86.19
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,499.96,326.06,1631.54,159.05,167.34
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Eigenkapital,,,1941.79,1859.45,1776.4,1720.91,1629.13
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,1837.57,1753.81,1704.42,1607.45,1532.26
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,,,,,
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,,,4583.32,4224.1,3872.47,2034.67,1810.24
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,38.63,33.38,22.13,20.41,21.92
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,4544.69,4190.73,3850.33,2014.26,1788.33
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,4163.54,3881.07,3657.9,1845.94,1627.17
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Gesamterträge,,,,643.68,572.6,449.74,441.99,417.5
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Gesamterträge,Umsatzerlöse,,,560.77,511.64,429.51,414.04,392.1
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Gesamterträge,Übrige Erträge,,,82.91,60.96,20.23,27.95,25.4
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,,,,564.38,489.55,400.59,352.39,344.6
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,64.62,57.19,52.15,47.42,41.76
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,116.89,107.38,77.88,74.72,83.81
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,44.21,41.58,37.95,28.33,29.45
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,338.66,283.4,232.61,201.91,189.58
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,EBITDA,,,,273.16,251.94,202.21,212.27,204.13
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,EBT,,,,124.21,108.45,91.27,113.91,95.43
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Jahresergebnis,,,,79.3,83.05,49.14,89.61,72.9
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,GuV-Daten,Gewinnabführung,,,,,,,,
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Beschäftigte,Beschäftigte,,,,1014.0,947.0,851.0,783.0,733.0
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Beschäftigte,Beschäftigte,davon Auszubildende,,,33.0,35.0,32.0,32.0,30.0
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Zuführungen,,,,15.46,8.63,1.41,2.15,1.5
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,2.08,2.17,0.09,0.09,0.08
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Investitionen,,,,394.76,1947.77,491.86,342.67,372.03
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Investitionsquote (%),,,,6.5,33.8,12.7,9.9,11.7
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,553.03,540.27,504.71,528.79,534.92
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Eigenkapitalquote (%),,,,29.2,30.1,31.4,45.8,47.3
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,6.4,5.8,5.1,6.6,5.9
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Umsatzrentabilität (%),,,,22.2,21.2,21.2,27.5,24.3
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Zinslastquote (%),,,,7.9,8.1,8.8,6.8,7.5
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Allgemeine Daten,Personalkostenquote (%),,,,11.5,11.2,12.1,11.5,10.7
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Spezifische Daten,verwaltete Wohnungen (Anz.),,,,76482.0,76069.0,65781.0,64657.0,62912.0
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Spezifische Daten,verwaltete Wohnungen (Anz.),Eigenbestand  Wohnungen (Anz.),,,76392.0,75419.0,65131.0,64007.0,62262.0
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Spezifische Daten,durchschn. Miete /m2 (€),,,,6.46,6.41,6.25,6.2,6.2
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Spezifische Daten,durchschn. Betriebskosten /m2 (€),,,,2.98,2.6,2.38,2.29,2.12
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Spezifische Daten,Leerstandsquote (%),,,,1.5,1.6,1.3,1.8,1.1
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Spezifische Daten,Instandhaltungskosten zzgl. akt. Inst.Aufwendungen (€/m2),,,,21.79,18.54,16.95,15.73,15.92
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Spezifische Daten,Wohnungen fertiggest. (Anz.),,,,973.0,1612.0,517.0,1020.0,1092.0
HOWOGE Wohnungsbaugesellschaft mit beschränkter Haftung,Spezifische Daten,Wohnungen angekauft (Anz.),,,,0.0,8671.0,607.0,723.0,601.0
IBB Unternehmensverwaltung AöR,Bilanzdaten,Bilanzsumme,,,,22116.27,20738.13,20807.59,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Sachanlagen und Beteiligungen,,Sachanlagen und Beteiligungen,,1192.9,1003.3,769.3,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Forderungen,,Sachanlagen und Beteiligungen,,20769.3,19579.8,19226.1,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Barreserven,,Sachanlagen und Beteiligungen,,16.4,10.5,698.4,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Sonstige Vermögensgegenstände,,Sachanlagen und Beteiligungen,,55.1,68.5,64.5,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Sonstige Vermögensgegenstände,Eigenkapital,,,1167.67,1131.55,1110.78,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Sonstige Vermögensgegenstände,Eigenkapital,Rücklagen,,69.99,69.99,69.99,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Fonds für allgemeine Bankrisiken,Eigenkapital,Rücklagen,,239.5,244.6,249.8,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Fonds für allgemeine Bankrisiken,Fremdkapital,,,20591.55,19277.58,19345.18,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Fonds für allgemeine Bankrisiken,Fremdkapital,Rückstellungen,,243.64,241.73,216.56,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Fonds für allgemeine Bankrisiken,Fremdkapital,Verbindlichkeiten,,20347.91,19035.84,19128.63,,
IBB Unternehmensverwaltung AöR,Bilanzdaten,Fonds für allgemeine Bankrisiken,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,4108.73,5058.59,6233.29,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Gesamterträge,,,,498.49,304.38,397.45,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Gesamterträge,Umsatzerlöse,,,436.92,230.62,81.43,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Gesamterträge,Übrige Erträge,,,61.57,73.76,316.02,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Gesamtaufwendungen,,,,474.67,283.61,106.66,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,75.14,80.5,33.01,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,37.88,50.58,17.48,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,278.32,91.3,28.42,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,83.33,61.24,27.76,,
IBB Unternehmensverwaltung AöR,GuV-Daten,EBITDA,,,,62.36,71.83,308.69,,
IBB Unternehmensverwaltung AöR,GuV-Daten,EBT,,,,36.73,21.25,291.21,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Jahresergebnis,,,,36.12,20.77,290.79,,
IBB Unternehmensverwaltung AöR,GuV-Daten,Gewinnabführung,,,,,,,,
IBB Unternehmensverwaltung AöR,Beschäftigte,Beschäftigte,,,,843.0,805.0,734.0,,
IBB Unternehmensverwaltung AöR,Beschäftigte,Beschäftigte,davon Auszubildende,,,40.0,42.0,40.0,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Zuführungen,,,,,,,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,,,,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Investitionen,,,,12.7,4.3,2.78,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Investitionsquote (%),,,,,,,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,518.29,286.49,110.94,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Eigenkapitalquote (%),,,,5.3,5.5,5.3,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,3.1,1.9,26.2,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Umsatzrentabilität (%),,,,8.4,9.2,357.6,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Zinslastquote (%),,,,63.7,39.6,34.9,,
IBB Unternehmensverwaltung AöR,Allgemeine Daten,Personalkostenquote (%),,,,17.2,34.9,40.5,,
IBB Unternehmensverwaltung AöR,Spezifische Daten,Cost-Income-Ratio (%),,,,74.7,80.0,76.0,,
IBB Unternehmensverwaltung AöR,Spezifische Daten,Kernkapitalquote IBB Gruppe (%),,,,19.6,19.7,20.3,,
IBB Unternehmensverwaltung AöR,Spezifische Daten,Gesamtkennziffer IBB Gruppe (%),,,,19.6,19.7,20.3,,
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,,,,22109.22,20725.94,20791.58,19449.67,18219.74
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Sachanlagen und Beteiligungen,,Sachanlagen und Beteiligungen,,997.7,825.1,622.4,722.7,525.1
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Forderungen,,Sachanlagen und Beteiligungen,,20980.1,19783.1,19401.5,18440.2,17430.1
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Barreserven,,Sachanlagen und Beteiligungen,,16.4,10.5,698.4,223.3,224.8
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Sonstige Vermögensgegenstände,,Sachanlagen und Beteiligungen,,32.5,31.3,20.0,17.3,17.0
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Sonstige Vermögensgegenstände,Eigenkapital,,,1164.81,1136.81,1108.56,802.46,790.66
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Sonstige Vermögensgegenstände,Eigenkapital,Rücklagen,,827.23,798.23,501.38,490.66,468.82
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Fonds für allgemeine Bankrisiken,Eigenkapital,Rücklagen,,239.5,244.6,249.8,253.3,250.6
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Fonds für allgemeine Bankrisiken,Fremdkapital,,,20617.19,19260.13,19331.4,18307.69,17093.25
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Fonds für allgemeine Bankrisiken,Fremdkapital,Rückstellungen,,235.26,234.79,214.19,193.54,175.86
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Fonds für allgemeine Bankrisiken,Fremdkapital,Verbindlichkeiten,,20381.93,19025.34,19117.21,18114.15,16917.38
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Fonds für allgemeine Bankrisiken,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,4108.73,5058.59,6233.29,5088.52,4398.34
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,,,,480.63,282.13,534.36,248.2,266.01
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,Umsatzerlöse,,,429.37,222.73,209.85,226.39,246.5
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,Übrige Erträge,,,51.26,59.4,324.51,21.82,19.51
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,,,,443.67,243.55,227.19,236.4,243.76
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,69.34,75.28,59.94,55.47,52.59
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,15.23,21.78,19.01,25.16,21.1
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,276.92,85.99,98.61,119.2,135.0
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,82.18,60.5,49.63,36.58,35.08
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,EBITDA,,,,52.36,60.46,326.12,156.24,178.06
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,EBT,,,,37.75,38.7,307.31,11.88,21.96
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Jahresergebnis,,,,37.58,38.58,307.18,11.8,21.84
Investitionsbank Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gewinnabführung,,,,,,,1.08,
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Beschäftigte,Beschäftigte,,,,771.0,698.0,662.0,619.0,586.0
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Beschäftigte,Beschäftigte,davon Auszubildende,,,40.0,42.0,40.0,40.0,39.0
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Zuführungen,,,,,,,,
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,,,,,
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Investitionen,,,,12.4,3.31,2.78,1.46,1.88
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Investitionsquote (%),,,,,,,,
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,556.9,319.09,317.0,365.73,420.64
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Eigenkapitalquote (%),,,,5.3,5.5,5.3,4.1,4.3
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,3.2,3.4,27.7,1.5,2.8
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Umsatzrentabilität (%),,,,8.8,17.4,146.4,5.2,8.9
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Zinslastquote (%),,,,64.5,38.6,47.0,52.7,54.8
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Personalkostenquote (%),,,,16.1,33.8,28.6,24.5,21.3
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Spezifische Daten,Cost-Income-Ratio (%),,,,72.6,70.0,69.2,66.0,60.4
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Spezifische Daten,Kernkapitalquote IBB nach KWG (%),,,,20.1,20.4,20.9,16.0,16.7
Investitionsbank Berlin Anstalt des öffentlichen Rechts,Spezifische Daten,Gesamtkapitalquote IBB nach KWG (%),,,,20.1,20.4,21.0,16.0,17.0
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,,,,277.3,264.66,280.01,239.79,243.06
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Anlagevermögen,,,151.04,131.87,133.13,134.41,140.06
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Anlagevermögen,Sachanlagen,,136.0,113.43,107.87,102.3,101.89
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Anlagevermögen,Finanzanlagen,,1.8,0.02,0.51,1.02,1.53
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Umlaufvermögen,,,93.95,112.81,129.28,89.57,85.25
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Eigenkapital,,,143.03,147.81,164.98,120.07,122.43
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Eigenkapital,Rücklagen,,61.01,61.32,59.39,59.47,59.54
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Sonderposten für Zuschüsse,,,24.02,16.6,31.62,31.95,31.93
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,,,78.7,69.51,72.16,78.5,70.34
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,Rückstellungen,,44.42,43.59,38.88,37.73,33.92
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,,34.28,25.91,33.28,40.76,36.42
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Bilanzdaten,Bilanzsumme,Fremdkapital,Verbindlichkeiten,Kreditverbindlichkeiten,,,,,
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,,,,372.82,354.3,439.37,296.16,234.51
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,Umsatzerlöse,,,361.83,342.65,414.9,270.19,215.53
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamterträge,Übrige Erträge,,,10.98,11.65,24.47,25.97,18.99
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,,,,356.26,332.97,394.46,298.51,236.23
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Personalaufwand,,,83.76,73.63,68.9,60.18,52.53
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Abschreibungen,,,31.57,31.68,33.34,30.51,26.25
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Zinsaufwand,,,0.16,0.78,2.2,2.42,1.95
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gesamtaufwendungen,Übrige Aufwendungen,,,240.78,226.89,290.02,205.41,155.49
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,EBITDA,,,,46.87,54.16,81.22,30.72,26.52
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,EBT,,,,16.89,22.25,45.73,-2.12,-1.56
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Jahresergebnis,,,,16.56,21.33,44.91,-2.35,-1.71
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,GuV-Daten,Gewinnabführung,,,,21.33,38.51,8.5,0.0,17.24
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Beschäftigte,Beschäftigte,,,,1151.0,1086.0,1066.0,1000.0,861.0
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Beschäftigte,Beschäftigte,davon Auszubildende,,,81.0,76.0,82.0,72.0,64.0
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Zuführungen,,,,0.71,0.31,7.59,7.37,7.33
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Zuführungen,Zuführungen Land Berlin,,,,,6.07,6.48,5.78
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Investitionen,,,,51.49,31.03,32.98,25.56,44.52
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Investitionsquote (%),,,,34.5,23.5,24.9,19.2,32.1
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Umsatz pro Vollzeitkraft (T €),,,,314.37,315.52,389.21,270.19,250.32
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Eigenkapitalquote (%),,,,51.6,55.8,58.9,50.1,50.4
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Eigenkapitalrentabilität (%),,,,11.8,15.1,27.7,-1.8,-1.3
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Umsatzrentabilität (%),,,,4.7,6.5,11.0,-0.8,-0.7
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Zinslastquote (%),,,,0.0,0.2,0.5,0.9,0.9
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Allgemeine Daten,Personalkostenquote (%),,,,23.1,21.5,16.6,22.3,24.4
IT-Dienstleistungszentrum Berlin Anstalt des öffentlichen Rechts,Spezifische Daten,Umsätze mit Land Berlin (Mio. €),,,,347.16,332.5,404.37,260.48,208.6
